Condition,Car Make,is_luxury,Model,Model_encoded,Trim,Trim_encoded,Year,car_age,car_age_sqrt,Kilometers Numerical,age_km_interaction,Body Type,Number of Seats,Fuel,Transmission,Engine Size (cc),Regional Specs,Car License,Insurance,Car Customs,Body Condition,body_condition_encoded,Paint,paint_condition_encoded,interior_steering_wheel_controls,interior_airbags,technology_cruise_control,exterior_rear_sensors,exterior_keyless_entry,technology_tyre_pressure_monitoring,exterior_front_sensors,interior_electric_seat_control,technology_traction_control,technology_voice_control,technology_blind_spot_alert,technology_forward_collision_alert,technology_lane_departure_alert,technology_navigation_system_/_maps,Interior_Options_Count,Interior_Options_Count_cuberoot,Exterior_Options_Count,Exterior_Options_Count_cuberoot,Technology_Options_Count,Technology_Options_Count_cuberoot,tech_features_count,has_advanced_tech,Total_Options_Count,Total_Options_Count_cuberoot,weighted_options,Battery Capacity,Battery Range,log_price,maintenance_score,excellent_maintenance,size_class
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2021,4,2,55266.38338,221065.5335,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,21,2.758924176,8,1,51,3.708429769,17.4,79,500,10.15069913,7,1,large
New,Volkswagen,0,ID 4,67,ID.4 X,94,2022,3,1.732050808,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,10,2.15443469,18,2.620741394,8,1,42,3.476026645,14.4,79,500,10.0674754,7,1,large
New,Volkswagen,0,ID 4,67,ID.4 X,94,2022,3,1.732050808,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,12,2.289428485,18,2.620741394,8,1,46,3.583047871,15.6,79,500,10.0674754,7,1,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2021,4,2,14999.83937,59999.35748,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,13,2.351334688,9,2.080083823,17,2.571281591,7,1,39,3.391211443,13.4,79,500,10.1924563,7,1,large
Used,Audi,1,e-tron GT,122,RS e-tron GT,141,2023,2,1.414213562,5096.017294,10192.03459,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,9,2.080083823,6,1.817120593,8,2,5,1,23,2.84386698,7.7,79,449,11.4616427,7,1,medium
New,Kia,0,EV5,46,Standard,164,2023,2,1.414213562,525.5676148,1051.13523,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,0,1,1,0,1,0,0,0,0,10,2.15443469,7,1.912931183,5,1.709975947,1,0,22,2.802039331,7.1,79,449,10.95082409,7,1,medium
Used,Fiat,0,500,5,500e,12,2017,8,2.828427125,84737.87873,677903.0298,Coupe,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,Without Customs,Other,0,Partially repainted,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1.912931183,5,1.709975947,1,1,0,0,13,2.351334688,4,100,149,8.810012048,2,0,small
Used,Kia,0,Niro,87,EX Touring,68,2023,2,1.414213562,64503.71678,129007.4336,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,10,2.15443469,21,2.758924176,8,1,45,3.556893304,15.6,59,500,9.994287577,7,1,large
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,44969.34251,269816.0551,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,1,0,0,1,1,0,0,0,1,6,1.817120593,6,1.817120593,12,2.289428485,4,1,24,2.884499141,8.4,50,249,9.384377709,7,1,large
Used,Tesla,1,Model 3,81,Standard,164,2022,3,1.732050808,14635.22131,43905.66393,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,13,2.351334688,23,2.84386698,8,1,50,3.684031499,17.3,59,449,9.998843186,7,1,medium
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,45457.08886,272742.5332,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,0,1,0,1,0,1,0,0,1,1,0,0,0,0,5,1.709975947,6,1.817120593,10,2.15443469,3,0,21,2.758924176,7.3,50,249,9.392745259,6,0,medium
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,45410.46449,272462.7869,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,1,0,0,1,1,0,0,0,1,5,1.709975947,6,1.817120593,11,2.223980091,4,1,22,2.802039331,7.7,50,249,9.287394001,7,1,large
Used,Ford,0,Focus,57,Standard,164,2017,8,2.828427125,124990.1013,999920.8104,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Other,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,6,1.817120593,9,2.080083823,7,1.912931183,3,0,22,2.802039331,7.3,50,249,9.445491542,4,0,medium
Used,Nissan,0,Leaf,74,S,142,2016,9,3,114513.6267,1030622.64,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Original Paint,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9,2.080083823,2,1.25992105,7,1.912931183,2,0,18,2.620741394,6.1,50,149,8.682877107,5,0,medium
Used,Nissan,0,Leaf,74,SV,152,2015,10,3.16227766,200000,2000000,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Total repaint,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,10,2.15443469,4,1.587401052,9,2.080083823,5,1,23,2.84386698,7.8,50,100,8.77971129,1,0,medium
New,BYD,0,Seagull,101,Seagull,154,2024,1,1,0,0,SUV,4,Electric,Automatic,1499,Other Specs,Licensed,Not Insured,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,11,2.223980091,22,2.802039331,8,1,48,3.634241186,16.6,79,449,9.240675572,7,1,large
New,Dongfeng,0,Box,16,Box,25,2022,3,1.732050808,0,0,SUV,4,Electric,Automatic,1499,Korean Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.44224957,1,1,1,1,0,0,5,1.709975947,1.6,100,500,9.105090961,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2021,4,2,135394.5981,541578.3924,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Total repaint,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,7,1.912931183,10,2.15443469,14,2.410142264,7,1,31,3.141380652,10.7,79,500,9.798127037,1,0,medium
Used,Mercedes Benz,1,EQC-Class,38,EQC 400,50,2020,5,2.236067977,44772.8523,223864.2615,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,13,2.351334688,22,2.802039331,8,1,47,3.60882608,16.3,79,449,9.80504748,7,1,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pure,97,2022,3,1.732050808,25441.14104,76323.42312,SUV,6,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,12,2.289428485,21,2.758924176,8,1,45,3.556893304,15.6,100,500,10.23963831,7,1,large
Used,Hyundai,0,Ioniq,70,Standard,164,2020,5,2.236067977,14871.27088,74356.3544,Sedan,4,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,0,1,1,0,0,1,1,0,1,1,0,8,2,3,1.44224957,15,2.466212074,6,1,26,2.962496068,9.3,50,349,9.729193687,6,0,medium
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2021,4,2,34578.51426,138314.057,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,0,1,1,0,7,1.912931183,9,2.080083823,7,1.912931183,4,1,23,2.84386698,7.6,79,449,9.952325335,7,1,large
Used,BYD,0,Seagull,101,Seagull,154,2023,2,1.414213562,5365.824789,10731.64958,SUV,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,1,0,1,0,1,0,0,8,2,5,1.709975947,10,2.15443469,4,1,23,2.84386698,7.9,59,449,9.441531455,7,1,large
Used,Tesla,1,Model 3,81,Long Range,111,2021,4,2,35385.39878,141541.5951,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,19,2.668401649,8,1,43,3.50339806,14.8,79,500,10.02131503,7,1,medium
New,Geely,0,Geometry E,60,Geometry E,87,2022,3,1.732050808,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,7,1.912931183,6,1.817120593,11,2.223980091,3,0,24,2.884499141,8.3,59,449,9.609183604,7,1,medium
New,BYD,0,E2,34,E2,43,2024,1,1,0,0,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,7,1.912931183,7,1.912931183,9,2.080083823,3,0,23,2.84386698,7.8,50,449,9.787009914,7,1,medium
Used,Hyundai,0,Ioniq,70,Standard,164,2018,7,2.645751311,184668.3914,1292678.74,Sedan,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,1,1,0,1,1,0,0,0,1,9,2.080083823,10,2.15443469,13,2.351334688,5,1,32,3.174802104,10.9,50,249,9.488047863,7,1,medium
New,Changan,0,Deepal,25,SL03,147,2024,1,1,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,10,2.15443469,9,2.080083823,16,2.5198421,6,1,35,3.27106631,12.1,59,500,10.08167558,7,1,medium
New,Changan,0,Deepal,25,S7,144,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2.080083823,9,2.080083823,17,2.571281591,8,1,35,3.27106631,12.2,59,500,10.23641781,7,1,large
New,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2023,2,1.414213562,0,0,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,11,2.223980091,10,2.15443469,18,2.620741394,7,1,39,3.391211443,13.5,79,500,10.35140532,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2022,3,1.732050808,94636.18184,283908.5455,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,21,2.758924176,8,1,51,3.708429769,17.4,79,500,10.04329297,7,1,medium
Used,Tesla,1,Model X,83,Standard Range,166,2019,6,2.449489743,64565.95314,387395.7188,HatchBack,5,Electric,Automatic,2499,American Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,12,2.289428485,18,2.620741394,8,1,43,3.50339806,14.7,100,449,10.59665973,7,1,medium
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2021,4,2,84903.26008,339613.0403,SUV,6,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,9,2.080083823,21,2.758924176,8,1,44,3.530348335,15.3,79,500,10.1266311,7,1,large
New,Leapmotor,0,T03,110,T03,167,2022,3,1.732050808,0,0,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,7,1.912931183,8,2,13,2.351334688,5,1,28,3.036588972,9.7,50,449,9.178230318,7,1,medium
Used,Hyundai,0,Ioniq,70,Standard,164,2018,7,2.645751311,75256.88238,526798.1767,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,13,2.351334688,10,2.15443469,16,2.5198421,6,1,39,3.391211443,13.3,50,249,9.417435839,7,1,large
New,Mercedes Benz,1,EQE-Class,39,EQE 350+,53,2023,2,1.414213562,470.8913083,941.7826166,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,12,2.289428485,19,2.668401649,8,1,42,3.476026645,14.5,94,500,10.90597433,7,1,medium
New,Leapmotor,0,T03,110,T03,167,2023,2,1.414213562,0,0,HatchBack,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,7,1.912931183,8,2,12,2.289428485,4,1,27,3,9.3,50,449,9.287394001,7,1,medium
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,5817.352095,17452.05629,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,10,2.15443469,21,2.758924176,8,1,45,3.556893304,15.6,79,500,10.20362918,7,1,large
New,Honda,0,e:N,123,e:NP1,186,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,10,2.15443469,9,2.080083823,11,2.223980091,5,1,30,3.107232506,10.1,59,500,9.549808118,7,1,large
New,Chevrolet,0,Menlo,78,Menlo,117,2022,3,1.732050808,0,0,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,0,1,1,0,1,1,1,8,2,9,2.080083823,12,2.289428485,7,1,29,3.072316826,9.9,59,500,9.366916679,7,1,large
New,BYD,0,Seagull,101,Seagull,154,2024,1,1,0,0,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,1,1,0,0,0,1,9,2.080083823,8,2,15,2.466212074,5,1,32,3.174802104,11.1,50,349,9.543306469,7,1,medium
Used,BMW,1,iX Series,126,Standard,164,2023,2,1.414213562,15046.36261,30092.72522,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,10,2.15443469,17,2.571281591,8,1,38,3.361975407,13.1,79,449,9.659311868,7,1,large
Used,Porsche,1,Taycan,112,Taycan,169,2020,5,2.236067977,35242.71394,176213.5697,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,11,2.223980091,11,2.223980091,15,2.466212074,7,1,37,3.332221852,12.6,94,449,11.08215793,7,1,medium
Used,Avatar,0,Model 11,79,Model 11,119,2023,2,1.414213562,15182.49469,30364.98938,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,2.15443469,11,2.223980091,14,2.410142264,7,1,35,3.27106631,11.9,94,500,10.53212288,7,1,large
New,GAC,0,Aion,8,Aion,15,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,6,1.817120593,9,2.080083823,7,1.912931183,2,0,22,2.802039331,7.3,59,500,8.04205641,7,1,large
New,BYD,0,Song Plus,105,Song Plus,159,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,15,2.466212074,11,2.223980091,14,2.410142264,5,1,40,3.419951893,13.4,79,500,10.23214361,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2022,3,1.732050808,44785.05854,134355.1756,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,8,2,9,2.080083823,18,2.620741394,7,1,35,3.27106631,12.3,79,500,10.06904436,7,1,large
Used,Ford,0,Focus,57,Standard,164,2014,11,3.31662479,200000,2200000,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Total repaint,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,9,2.080083823,7,1.912931183,13,2.351334688,7,1,29,3.072316826,10,50,100,8.665785595,4,0,medium
Used,Kia,0,Niro,87,EX Touring,68,2023,2,1.414213562,44817.66533,89635.33066,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,9,2.080083823,18,2.620741394,8,1,40,3.419951893,13.8,59,500,9.898525261,6,0,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2022,3,1.732050808,15250.99615,45752.98845,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,16,2.5198421,1,1,5,1.709975947,1,0,22,2.802039331,7.1,79,500,10.06479825,7,1,large
New,BMW,1,3 Series,2,i3 eDrive40L Yaoye Sports Suit,192,2024,1,1,0,0,Sedan,5,Electric,Automatic,2499,European Specs,Not Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,100,500,10.6334728,7,1,medium
Used,Tesla,1,Model 3,81,Performance,126,2020,5,2.236067977,34641.70604,173208.5302,Sedan,4,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,22,2.802039331,8,1,50,3.684031499,17.2,79,449,9.89348772,7,1,medium
Used,Kia,0,EV6,47,Light Long Range AWD,107,2022,3,1.732050808,94681.98706,284045.9612,HatchBack,5,Electric,Automatic,249,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,11,2.223980091,23,2.84386698,8,1,50,3.684031499,17.3,79,500,10.12266324,7,1,medium
Used,Nissan,0,Leaf,74,S,142,2015,10,3.16227766,115421.0068,1154210.068,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,11,2.223980091,2,1.25992105,7,1.912931183,3,0,20,2.714417617,6.7,50,149,8.922791624,7,1,medium
Used,BYD,0,Seagull,101,Seagull,154,2023,2,1.414213562,35486.92332,70973.84664,HatchBack,4,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Original Paint,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,9,2.080083823,6,1.817120593,15,2.466212074,7,1,30,3.107232506,10.5,50,349,9.595670798,5,0,medium
New,Toyota,0,bZ,119,bZ4X,183,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,11,2.223980091,17,2.571281591,8,1,40,3.419951893,13.7,59,500,10.13662104,7,1,large
Used,Neta,0,U,114,Pro 400,131,2022,3,1.732050808,45208.23462,135624.7039,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,11,2.223980091,10,2.15443469,19,2.668401649,6,1,40,3.419951893,13.9,59,449,9.609183604,7,1,large
Used,Tesla,1,Model S,82,Performance,126,2020,5,2.236067977,75079.60196,375398.0098,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,8,2,4,1.587401052,7,1.912931183,2,0,19,2.668401649,6.4,100,500,10.55843949,0,0,medium
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2022,3,1.732050808,84933.41127,254800.2338,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8,2,11,2.223980091,17,2.571281591,7,1,36,3.301927249,12.5,79,500,9.994287577,7,1,large
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,35013.22922,210079.3753,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,1,1,1,1,1,0,0,0,0,0,14,2.410142264,12,2.289428485,8,2,2,0,34,3.239611801,11,79,249,9.220686664,7,1,medium
New,BYD,0,Song L,104,Song L,158,2024,1,1,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1.25992105,0,0,4,1.587401052,1.4,94,500,10.49130199,7,1,medium
New,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2024,1,1,0,0,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,1.709975947,1,1,4,1.587401052,1,0,10,2.15443469,3.4,79,500,10.46313191,7,1,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2023,2,1.414213562,24716.3013,49432.6026,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,12,2.289428485,22,2.802039331,8,1,35,3.27106631,12.7,79,500,10.29217944,7,1,large
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,55268.77975,331612.6785,Sedan,5,Electric,Automatic,1499,European Specs,Not Licensed,Comprehensive Insurance,Without Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,1.709975947,6,1.817120593,3,1.44224957,0,0,14,2.410142264,4.5,50,249,9.220686664,7,1,medium
Used,Ford,0,Focus,57,Standard,164,2016,9,3,104924.4683,944320.2147,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,2,1,1,1,1,0,0,10,2.15443469,3.1,50,149,9.012011377,7,1,medium
Used,Hyundai,0,Ioniq,70,Standard,164,2018,7,2.645751311,145095.6841,1015669.789,Sedan,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,8,2,16,2.5198421,8,1,38,3.361975407,13,50,249,9.4918283,3,0,medium
New,BYD,0,Seagull,101,Seagull,154,2024,1,1,0,0,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,0,1,1,1,0,0,0,0,0,12,2.289428485,7,1.912931183,4,1.587401052,2,0,23,2.84386698,7.3,100,449,9.525224102,7,1,medium
Used,Volkswagen,0,ID 4,67,ID.4 X,94,2022,3,1.732050808,35424.07386,106272.2216,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,23,2.84386698,8,1,52,3.732511157,17.9,79,500,10.1266711,7,1,large
Used,Volkswagen,0,ID 4,67,Standard,164,2023,2,1.414213562,65131.53636,130263.0727,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,12,2.289428485,22,2.802039331,8,1,49,3.65930571,16.9,79,449,10.05410342,4,0,large
